ID,Name,Year,Rank,Average,Bayes average,Users rated,URL,Thumbnail
174430,Gloomhaven,2017,1,8.97,8.629,17648,/boardgame/174430/gloomhaven,https://cf.geekdo-images.com/micro/img/8JYMPXdcBg_UHddwzq64H4NBduY=/fit-in/64x64/pic2437871.jpg
161936,Pandemic Legacy: Season 1,2015,2,8.66,8.499,27064,/boardgame/161936/pandemic-legacy-season-1,https://cf.geekdo-images.com/micro/img/KbAKyhbG4qab4r-A_pBjUGvgal0=/fit-in/64x64/pic2452831.png
182028,Through the Ages: A New Story of Civilization,2015,3,8.59,8.29,13038,/boardgame/182028/through-ages-new-story-civilization,https://cf.geekdo-images.com/micro/img/APvZ_BYOt4ElpIXVl7i6wUp2BvM=/fit-in/64x64/pic2663291.jpg
167791,Terraforming Mars,2016,4,8.39,8.207,28538,/boardgame/167791/terraforming-mars,https://cf.geekdo-images.com/micro/img/71v8jF5vZFBqE64QJ7S3UYtDAng=/fit-in/64x64/pic3536616.jpg
12333,Twilight Struggle,2005,5,8.34,8.193,31915,/boardgame/12333/twilight-struggle,https://cf.geekdo-images.com/micro/img/uStZr7_8Tbthswp3sya1c2o1cs0=/fit-in/64x64/pic361592.jpg
187645,Star Wars: Rebellion,2016,6,8.47,8.166,14060,/boardgame/187645/star-wars-rebellion,https://cf.geekdo-images.com/micro/img/KR1jw0e94sdGnSh2QmhtKbxD7Gg=/fit-in/64x64/pic2737530.png
169786,Scythe,2016,7,8.28,8.106,31287,/boardgame/169786/scythe,https://cf.geekdo-images.com/micro/img/Gqqd5c-C33zrLpoeb92cMxIF98s=/fit-in/64x64/pic3163924.jpg
120677,Terra Mystica,2012,8,8.23,8.081,29959,/boardgame/120677/terra-mystica,https://cf.geekdo-images.com/micro/img/0jr3gj1GDwfhwW97jEGHzgQJsz4=/fit-in/64x64/pic1356616.jpg
220308,Gaia Project,2017,9,8.65,8.067,5866,/boardgame/220308/gaia-project,https://cf.geekdo-images.com/micro/img/Ifks_R9_4ObVmyHgN2j9lks-_8M=/fit-in/64x64/pic3763556.jpg
193738,Great Western Trail,2016,10,8.29,8.053,14642,/boardgame/193738/great-western-trail,https://cf.geekdo-images.com/micro/img/NxP_qsKxBHNXSN11Zt75nv2oW_U=/fit-in/64x64/pic3113247.jpg
180263,The 7th Continent,2017,11,8.6,8.02,6992,/boardgame/180263/7th-continent,https://cf.geekdo-images.com/micro/img/rHiQi_I26LD9shMiJH92q6VxcNY=/fit-in/64x64/pic2648303.jpg
84876,The Castles of Burgundy,2011,12,8.12,8.008,32649,/boardgame/84876/castles-burgundy,https://cf.geekdo-images.com/micro/img/Qw22L5Wwe2q5BbvEct9dWws7MP4=/fit-in/64x64/pic1176894.jpg
173346,7 Wonders Duel,2015,13,8.14,8.007,33876,/boardgame/173346/7-wonders-duel,https://cf.geekdo-images.com/micro/img/Qbt8Cjwt_skp-UKi5bDGxYTg45w=/fit-in/64x64/pic3376065.jpg
115746,War of the Ring (Second Edition),2012,14,8.39,7.996,8538,/boardgame/115746/war-ring-second-edition,https://cf.geekdo-images.com/micro/img/U_mWJ-Rwf-VaZ9DRvJMb4TvV7hM=/fit-in/64x64/pic1215633.jpg
3076,Puerto Rico,2002,15,8.06,7.942,53579,/boardgame/3076/puerto-rico,https://cf.geekdo-images.com/micro/img/ti5gCF_R-aSfg3uzg31b3lMUP9A=/fit-in/64x64/pic158548.jpg
