ID,Name,Year,Rank,Average,Bayes average,Users rated,URL,Thumbnail
161936,Pandemic Legacy: Season 1,2015,1,8.67,8.493,19854,/boardgame/161936/pandemic-legacy-season-1,https://cf.geekdo-images.com/images/pic2452831_mt.png
182028,Through the Ages: A New Story of Civilization,2015,2,8.7,8.31,8383,/boardgame/182028/through-ages-new-story-civilization,https://cf.geekdo-images.com/images/pic2663291_mt.jpg
12333,Twilight Struggle,2005,3,8.36,8.219,28372,/boardgame/12333/twilight-struggle,https://cf.geekdo-images.com/images/pic361592_mt.jpg
174430,Gloomhaven,2017,4,9.02,8.173,4586,/boardgame/174430/gloomhaven,https://cf.geekdo-images.com/images/pic2437871_mt.jpg
187645,Star Wars: Rebellion,2016,5,8.51,8.157,9874,/boardgame/187645/star-wars-rebellion,https://cf.geekdo-images.com/images/pic2737530_mt.png
120677,Terra Mystica,2012,6,8.29,8.147,25525,/boardgame/120677/terra-mystica,https://cf.geekdo-images.com/images/pic1356616_mt.jpg
167791,Terraforming Mars,2016,7,8.39,8.138,14008,/boardgame/167791/terraforming-mars,https://cf.geekdo-images.com/images/pic3536616_mt.jpg
169786,Scythe,2016,8,8.31,8.091,19421,/boardgame/169786/scythe,https://cf.geekdo-images.com/images/pic3163924_mt.jpg
173346,7 Wonders Duel,2015,9,8.17,8.018,23854,/boardgame/173346/7-wonders-duel,https://cf.geekdo-images.com/images/pic3376065_mt.jpg
84876,The Castles of Burgundy,2011,10,8.11,7.996,26752,/boardgame/84876/castles-burgundy,https://cf.geekdo-images.com/images/pic1176894_mt.jpg
102794,Caverna: The Cave Farmers,2013,11,8.17,7.995,18103,/boardgame/102794/caverna-cave-farmers,https://cf.geekdo-images.com/images/pic1790789_mt.jpg
3076,Puerto Rico,2002,12,8.08,7.974,49323,/boardgame/3076/puerto-rico,https://cf.geekdo-images.com/images/pic158548_mt.jpg
115746,War of the Ring (Second Edition),2012,13,8.39,7.97,6862,/boardgame/115746/war-ring-second-edition,https://cf.geekdo-images.com/images/pic1215633_mt.jpg
193738,Great Western Trail,2016,14,8.29,7.953,7869,/boardgame/193738/great-western-trail,https://cf.geekdo-images.com/images/pic3113247_mt.jpg
31260,Agricola,2007,15,8.05,7.95,49844,/boardgame/31260/agricola,https://cf.geekdo-images.com/images/pic259085_mt.jpg
96848,Mage Knight Board Game,2011,16,8.13,7.937,19192,/boardgame/96848/mage-knight-board-game,https://cf.geekdo-images.com/images/pic1083380_mt.jpg
170216,Blood Rage,2015,17,8.13,7.922,15831,/boardgame/170216/blood-rage,https://cf.geekdo-images.com/images/pic2439223_mt.jpg
25613,Through the Ages: A Story of Civilization,2006,18,8.07,7.905,15620,/boardgame/25613/through-ages-story-civilization,https://cf.geekdo-images.com/images/pic236169_mt.jpg
164153,Star Wars: Imperial Assault,2014,19,8.18,7.88,12061,/boardgame/164153/star-wars-imperial-assault,https://cf.geekdo-images.com/images/pic2247647_mt.jpg
205637,Arkham Horror: The Card Game,2016,20,8.35,7.878,7159,/boardgame/205637/arkham-horror-card-game,https://cf.geekdo-images.com/images/pic3122349_mt.jpg
205059,Mansions of Madness: Second Edition,2016,21,8.27,7.876,8096,/boardgame/205059/mansions-madness-second-edition,https://cf.geekdo-images.com/images/pic3118622_mt.jpg
209010,Mechs vs. Minions,2016,22,8.32,7.873,6372,/boardgame/209010/mechs-vs-minions,https://cf.geekdo-images.com/images/pic3184103_mt.jpg
2651,Power Grid,2004,23,7.93,7.852,43432,/boardgame/2651/power-grid,https://cf.geekdo-images.com/images/pic173153_mt.jpg
72125,Eclipse,2011,24,8,7.847,21031,/boardgame/72125/eclipse,https://cf.geekdo-images.com/images/pic1974056_mt.jpg
175914,Food Chain Magnate,2015,25,8.27,7.834,5746,/boardgame/175914/food-chain-magnate,https://cf.geekdo-images.com/images/pic2649434_mt.png
164928,Orléans,2014,26,8.08,7.83,9733,/boardgame/164928/orleans,https://cf.geekdo-images.com/images/pic2578828_mt.png
121921,Robinson Crusoe: Adventures on the Cursed Island,2012,27,8,7.823,19520,/boardgame/121921/robinson-crusoe-adventures-cursed-island,https://cf.geekdo-images.com/images/pic3165731_mt.jpg
183394,Viticulture Essential Edition,2015,28,8.17,7.813,7016,/boardgame/183394/viticulture-essential-edition,https://cf.geekdo-images.com/images/pic2649952_mt.jpg
28720,Brass: Lancashire,2007,29,8.01,7.805,10957,/boardgame/28720/brass-lancashire,https://cf.geekdo-images.com/images/pic3469216_mt.jpg
35677,Le Havre,2008,30,7.92,7.799,19635,/boardgame/35677/le-havre,https://cf.geekdo-images.com/images/pic3330230_mt.jpg
124361,Concordia,2013,31,8.01,7.797,11384,/boardgame/124361/concordia,https://cf.geekdo-images.com/images/pic3453267_mt.jpg
124742,Android: Netrunner,2012,32,7.98,7.794,21090,/boardgame/124742/android-netrunner,https://cf.geekdo-images.com/images/pic1324609_mt.jpg
126163,Tzolk'in: The Mayan Calendar,2012,33,7.94,7.79,18892,/boardgame/126163/tzolk-mayan-calendar,https://cf.geekdo-images.com/images/pic1413480_mt.jpg
146508,T.I.M.E Stories,2015,34,8,7.769,12044,/boardgame/146508/time-stories,https://cf.geekdo-images.com/images/pic2617634_mt.png
178900,Codenames,2015,35,7.87,7.766,33470,/boardgame/178900/codenames,https://cf.geekdo-images.com/images/pic2582929_mt.jpg
177736,A Feast for Odin,2016,36,8.25,7.755,5166,/boardgame/177736/feast-odin,https://cf.geekdo-images.com/images/pic3146943_mt.png
122515,Keyflower,2012,37,7.92,7.738,12482,/boardgame/122515/keyflower,https://cf.geekdo-images.com/images/pic2278942_mt.jpg
68448,7 Wonders,2010,38,7.82,7.737,54658,/boardgame/68448/7-wonders,https://cf.geekdo-images.com/images/pic860217_mt.jpg
171623,The Voyages of Marco Polo,2015,39,7.97,7.725,9983,/boardgame/171623/voyages-marco-polo,https://cf.geekdo-images.com/images/pic2461346_mt.png
18602,Caylus,2005,40,7.85,7.713,22311,/boardgame/18602/caylus,https://cf.geekdo-images.com/images/pic1638795_mt.jpg
12493,Twilight Imperium (Third Edition),2005,41,7.92,7.704,15618,/boardgame/12493/twilight-imperium-third-edition,https://cf.geekdo-images.com/images/pic50404_mt.jpg
146021,Eldritch Horror,2013,42,7.93,7.696,17544,/boardgame/146021/eldritch-horror,https://cf.geekdo-images.com/images/pic1872452_mt.jpg
28143,Race for the Galaxy,2007,43,7.77,7.683,35474,/boardgame/28143/race-galaxy,https://cf.geekdo-images.com/images/pic236327_mt.jpg
110327,Lords of Waterdeep,2012,44,7.79,7.68,30729,/boardgame/110327/lords-waterdeep,https://cf.geekdo-images.com/images/pic1116080_mt.jpg
150376,Dead of Winter: A Crossroads Game,2014,45,7.82,7.678,24806,/boardgame/150376/dead-winter-crossroads-game,https://cf.geekdo-images.com/images/pic3016500_mt.jpg
163412,Patchwork,2014,46,7.81,7.677,21271,/boardgame/163412/patchwork,https://cf.geekdo-images.com/images/pic2270442_mt.jpg
62219,Dominant Species,2010,47,7.86,7.676,13362,/boardgame/62219/dominant-species,https://cf.geekdo-images.com/images/pic784193_mt.jpg
157354,Five Tribes,2014,48,7.82,7.675,18900,/boardgame/157354/five-tribes,https://cf.geekdo-images.com/images/pic2055255_mt.jpg
